Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	category
403	Spectrogram 1	1	606.963523742	607.778778079	233.100	393.900	w
404	Spectrogram 1	1	608.073657307	609.556726366	300.700	676.000	m
405	Spectrogram 1	1	608.906257480	609.313884649	35.000	342.700	lt
406	Spectrogram 1	1	608.446592801	608.862892888	62.900	916.100	lt
407	Spectrogram 1	1	609.556726366	610.189849415	235.400	333.300	w
408	Spectrogram 1	1	610.311270273	610.953066240	51.300	331.000	lt
409	Spectrogram 1	1	611.863722680	612.514191565	151.500	606.100	m
410	Spectrogram 1	1	611.941778946	612.826416631	58.300	275.100	lt
411	Spectrogram 1	1	613.621835755	614.350360906	65.300	424.200	lt
412	Spectrogram 1	1	613.535106570	614.766660993	312.400	652.700	m
413	Spectrogram 1	1	615.261017346	615.746700781	233.100	370.600	w
414	Spectrogram 1	1	616.674703057	617.143040655	235.400	391.600	w
415	Spectrogram 1	1	617.307826106	617.966967910	268.100	503.500	w
416	Spectrogram 1	1	618.010332502	618.678147225	39.600	489.500	lt
417	Spectrogram 1	1	618.123080442	619.467382806	289.000	601.400	m
418	Spectrogram 1	1	620.603535126	621.115237316	198.100	370.600	w
419	Spectrogram 1	1	622.526433651	623.306996314	39.600	449.900	lt
420	Spectrogram 1	1	623.029462923	624.434475716	261.100	671.300	m
421	Spectrogram 1	1	625.882853101	626.307826106	165.500	377.600	w
422	Spectrogram 1	1	626.819528296	627.530707611	51.300	477.900	lt
423	Spectrogram 1	1	628.649514094	629.846376843	284.400	657.300	m
424	Spectrogram 1	1	627.539380529	628.189849415	216.800	335.700	w
425	Spectrogram 1	1	630.000000000	631.023404380	270.400	515.200	m
426	Spectrogram 1	1	631.110133565	631.500414896	151.500	475.500	w
427	Spectrogram 1	1	632.905427689	634.171673786	312.400	673.700	m
428	Spectrogram 1	1	635.559340742	635.932276236	135.200	449.900	w
429	Spectrogram 1	1	634.778778079	635.247115676	240.100	407.900	w
430	Spectrogram 1	1	636.920988942	637.632168257	74.600	487.200	lt
431	Spectrogram 1	1	637.935720403	639.175947745	282.100	669.000	m
432	Spectrogram 1	1	637.857664137	638.334674653	202.800	352.000	w
433	Spectrogram 1	1	639.384097788	639.947837489	230.800	512.800	w
434	Spectrogram 1	1	641.185575455	641.862063096	233.100	498.800	w
435	Spectrogram 1	1	639.954021032	640.656527428	242.400	491.800	w
436	Spectrogram 1	1	641.983483955	643.293094644	235.400	526.800	m
437	Spectrogram 1	1	642.122250650	642.764046618	174.800	368.300	w
438	Spectrogram 1	1	642.920159150	644.455265720	307.700	641.000	m
439	Spectrogram 1	1	643.874180182	644.568013660	67.600	431.200	lt
440	Spectrogram 1	1	644.992986665	645.912316023	74.600	417.200	lt
441	Spectrogram 1	1	644.533321986	645.062370013	205.100	317.000	w
442	Spectrogram 1	1	645.660801388	646.319943192	244.800	468.500	w
443	Spectrogram 1	1	646.285251518	647.360693408	272.700	461.500	m
444	Spectrogram 1	1	647.386712164	648.453481136	310.000	664.300	m
445	Spectrogram 1	1	647.265291305	648.054526886	62.900	440.600	lt
446	Spectrogram 1	1	648.494356353	649.049423135	249.400	454.500	w
447	Spectrogram 1	1	649.847331635	650.688604727	268.100	503.500	w
450	Spectrogram 1	1	649.934060820	650.784006830	314.700	482.500	m
451	Spectrogram 1	1	651.451821552	652.770105160	319.300	601.400	m
452	Spectrogram 1	1	651.920159150	652.371150911	233.100	349.700	w
453	Spectrogram 1	1	652.553282199	653.099676062	160.800	386.900	w
454	Spectrogram 1	1	652.119636275	652.804796834	35.000	342.700	lt
455	Spectrogram 1	1	653.654742845	654.782222246	307.700	519.800	m
456	Spectrogram 1	1	654.400613833	654.947007697	200.500	389.300	w
457	Spectrogram 1	1	655.918374566	656.594862207	158.500	335.700	w
458	Spectrogram 1	1	656.083160017	657.245331093	300.700	650.300	m
459	Spectrogram 1	1	657.080545642	657.757033283	25.600	410.300	lt
460	Spectrogram 1	1	657.754543907	658.136152320	205.100	398.600	w
461	Spectrogram 1	1	658.257573179	658.925387901	72.300	396.300	lt
462	Spectrogram 1	1	659.367706743	659.957465199	156.200	505.800	w
463	Spectrogram 1	1	661.119636275	662.368536535	298.400	678.300	m
464	Spectrogram 1	1	661.466553014	661.839488508	135.200	314.700	w
465	Spectrogram 1	1	663.079715850	663.678147225	177.200	501.200	w
466	Spectrogram 1	1	665.031122507	665.750974740	72.300	384.600	lt
467	Spectrogram 1	1	664.155157741	664.484728643	156.200	384.600	w
468	Spectrogram 1	1	664.215868170	665.213253794	293.700	489.500	m
469	Spectrogram 1	1	665.898414354	666.384097788	139.900	354.300	w
470	Spectrogram 1	1	666.034691674	667.153498157	300.700	643.400	m
471	Spectrogram 1	1	667.127479402	667.257573179	74.600	666.700	lt
472	Spectrogram 1	1	667.300937771	667.882023309	198.100	349.700	w
473	Spectrogram 1	1	668.003444167	668.341687988	125.900	363.600	w
474	Spectrogram 1	1	669.339073612	669.798738291	205.100	498.800	w
475	Spectrogram 1	1	669.911486232	671.073657307	289.000	638.700	m
476	Spectrogram 1	1	670.041580009	670.431861340	139.900	289.000	w
477	Spectrogram 1	1	670.787450997	671.281807350	128.200	328.700	w
478	Spectrogram 1	1	672.105734605	672.773549328	51.300	386.900	lt
479	Spectrogram 1	1	674.048468343	675.227985256	284.400	622.400	m
480	Spectrogram 1	1	676.656527428	677.211594211	53.600	498.800	lt
481	Spectrogram 1	1	675.303552147	675.980039788	270.400	463.900	w
482	Spectrogram 1	1	678.182961080	679.024234172	324.000	503.500	m
483	Spectrogram 1	1	678.920159150	680.169059410	307.700	683.000	m
484	Spectrogram 1	1	679.032907090	679.579300954	107.200	333.300	w
485	Spectrogram 1	1	681.157772116	681.695493062	146.900	386.900	w
486	Spectrogram 1	1	680.333844861	680.888911644	46.600	247.100	lt
487	Spectrogram 1	1	682.953066240	684.141256071	300.700	629.400	m
488	Spectrogram 1	1	683.776993495	684.444808218	58.300	428.900	lt
489	Spectrogram 1	1	682.649514094	683.430076756	90.900	270.400	lt
490	Spectrogram 1	1	684.392770707	684.939164571	254.100	442.900	w
491	Spectrogram 1	1	683.169889202	683.785666414	139.900	305.400	w
492	Spectrogram 1	1	686.558510950	687.078886058	165.500	403.300	w
493	Spectrogram 1	1	685.595816999	686.124865026	137.500	382.300	w
494	Spectrogram 1	1	684.832600173	686.116192108	300.700	580.400	m
495	Spectrogram 1	1	687.460494471	688.796123916	314.700	669.000	m
496	Spectrogram 1	1	687.885467476	688.431861340	62.900	366.000	lt
497	Spectrogram 1	1	689.715453274	690.556726366	167.800	426.600	w
498	Spectrogram 1	1	690.851605594	691.701551605	324.000	531.500	m
499	Spectrogram 1	1	692.655572637	693.149928990	184.100	398.600	w
500	Spectrogram 1	1	692.794339332	693.522864484	21.000	333.300	lt
501	Spectrogram 1	1	691.987757914	692.698937229	221.400	463.900	w
502	Spectrogram 1	1	691.987757914	692.568843452	42.000	300.700	lt
503	Spectrogram 1	1	693.693833478	694.908042064	307.700	652.700	m
504	Spectrogram 1	1	695.116192108	695.662585971	137.500	421.900	w
505	Spectrogram 1	1	693.867291847	694.656527428	51.300	349.700	lt
506	Spectrogram 1	1	695.662585971	696.850775802	359.000	594.400	m
507	Spectrogram 1	1	696.824757047	698.160386492	51.300	461.500	lt
508	Spectrogram 1	1	698.342517780	702.566229076	51.300	419.600	lt
509	Spectrogram 1	1	698.992986665	700.241886925	286.700	624.700	m
510	Spectrogram 1	1	704.150883781	705.208979835	312.400	655.000	m
511	Spectrogram 1	1	705.156942324	705.521204900	128.200	373.000	w
512	Spectrogram 1	1	703.899369146	704.567183868	49.000	363.600	lt
513	Spectrogram 1	1	702.702506396	703.344302363	79.300	393.900	lt
514	Spectrogram 1	1	706.969582285	707.550667823	144.500	370.600	w
515	Spectrogram 1	1	707.984313747	708.903643105	49.000	454.500	lt
516	Spectrogram 1	1	708.938334779	709.363307784	156.200	386.900	w
517	Spectrogram 1	1	709.545439072	710.013776670	39.600	270.400	lt
518	Spectrogram 1	1	709.467382806	710.837703925	277.400	652.700	m
519	Spectrogram 1	1	711.175947745	711.678977016	128.200	477.900	w
520	Spectrogram 1	1	715.934890611	716.437919883	135.200	382.300	w
521	Spectrogram 1	1	713.974811036	714.729354944	62.900	396.300	lt
522	Spectrogram 1	1	716.117021899	717.287865893	293.700	629.400	m
523	Spectrogram 1	1	717.686820143	718.380653621	72.300	403.300	lt
524	Spectrogram 1	1	717.513361774	718.111793148	144.500	405.600	w
525	Spectrogram 1	1	719.421403838	719.785666414	55.900	515.200	lt
526	Spectrogram 1	1	720.719852233	721.075441891	172.500	382.300	w
527	Spectrogram 1	1	721.500414896	721.812639961	158.500	410.300	w
528	Spectrogram 1	1	723.954850824	725.143040655	303.000	596.700	m
529	Spectrogram 1	1	723.738027862	724.431861340	51.300	524.500	lt
530	Spectrogram 1	1	725.307826106	725.715453274	272.700	517.500	w
531	Spectrogram 1	1	726.461324263	726.903643105	32.600	303.000	lt
532	Spectrogram 1	1	726.877624350	727.189849415	21.000	272.700	lt
533	Spectrogram 1	1	728.421403838	729.063199805	55.900	438.200	lt
534	Spectrogram 1	1	729.078056266	731.228940048	100.200	373.000	lt
535	Spectrogram 1	1	731.228940048	731.610548461	51.300	328.700	lt
536	Spectrogram 1	1	733.180346704	734.507303231	319.300	505.800	m
537	Spectrogram 1	1	734.784836622	735.730184735	296.000	673.700	m
538	Spectrogram 1	1	734.264461513	734.594032415	53.600	328.700	lt
539	Spectrogram 1	1	734.906257480	735.608763877	37.300	361.300	lt
540	Spectrogram 1	1	736.658187012	736.996430833	107.200	314.700	w
541	Spectrogram 1	1	731.948792281	732.373765286	95.600	279.700	w
542	Spectrogram 1	1	738.919329358	739.535106570	55.900	389.300	lt
543	Spectrogram 1	1	739.014731461	740.107519189	284.400	648.000	m
544	Spectrogram 1	1	740.471781765	741.191633998	130.500	620.000	m
545	Spectrogram 1	1	743.073657307	744.157772116	296.000	601.400	m
546	Spectrogram 1	1	742.804796834	744.487343018	55.900	366.000	lt
547	Spectrogram 1	1	744.860278513	745.345961947	146.900	412.600	w
548	Spectrogram 1	1	742.353805074	742.700721813	209.800	482.500	w
549	Spectrogram 1	1	746.291310061	746.924433109	60.600	386.900	lt
550	Spectrogram 1	1	746.881068517	747.254004011	39.600	314.700	lt
551	Spectrogram 1	1	748.786621206	749.506473439	156.200	750.600	m
552	Spectrogram 1	1	750.642625759	751.978255204	312.400	643.400	m
553	Spectrogram 1	1	752.888911644	753.747530572	324.000	510.500	m
554	Spectrogram 1	1	754.857664137	755.143870447	156.200	314.700	w
555	Spectrogram 1	1	755.273964224	755.950451865	249.400	435.900	w
556	Spectrogram 1	1	751.709394731	752.238442758	49.000	477.900	lt
557	Spectrogram 1	1	749.593202624	750.018175629	114.200	373.000	w
558	Spectrogram 1	1	757.465723222	759.070213140	207.500	790.200	m
559	Spectrogram 1	1	757.196862749	757.613162836	128.200	359.000	w
560	Spectrogram 1	1	759.417129879	759.712009107	39.600	296.000	lt
561	Spectrogram 1	1	760.032907090	760.466553014	149.200	333.300	w
562	Spectrogram 1	1	759.261017346	759.712009107	270.400	417.200	w
563	Spectrogram 1	1	760.900198938	761.472611557	42.000	412.600	lt
564	Spectrogram 1	1	762.365922160	763.103120230	300.700	526.800	m
565	Spectrogram 1	1	762.487343018	762.903643105	125.900	293.700	w
566	Spectrogram 1	1	763.536766154	763.822972463	53.600	298.400	lt
567	Spectrogram 1	1	765.063199805	765.722341609	46.600	473.200	lt
568	Spectrogram 1	1	765.650468886	766.066768972	95.600	375.300	w
569	Spectrogram 1	1	766.509087814	768.026848547	305.400	617.700	m
570	Spectrogram 1	1	768.269690265	768.850775802	139.900	659.700	m
571	Spectrogram 1	1	770.888911644	771.322557567	170.200	314.700	w
572	Spectrogram 1	1	770.940949154	771.652128469	53.600	461.500	lt
573	Spectrogram 1	1	772.536766154	773.655572637	296.000	645.700	m
574	Spectrogram 1	1	774.184620663	774.869781223	74.600	459.200	lt
575	Spectrogram 1	1	774.719852233	775.318283608	282.100	524.500	w
576	Spectrogram 1	1	776.515146357	776.957465199	144.500	468.500	w
577	Spectrogram 1	1	777.018175629	777.720682025	62.900	291.400	lt
578	Spectrogram 1	1	778.093617520	779.377209454	289.000	622.400	m
579	Spectrogram 1	1	777.885467476	778.215038378	51.300	303.000	lt
580	Spectrogram 1	1	778.943563530	779.594032415	49.000	403.300	lt
581	Spectrogram 1	1	779.307826106	779.854219970	137.500	398.600	w
582	Spectrogram 1	1	780.114407524	780.617436795	263.400	501.200	w
583	Spectrogram 1	1	782.473441349	782.724955984	144.500	331.000	w
584	Spectrogram 1	1	782.872395598	783.028508131	268.100	680.700	m
585	Spectrogram 1	1	783.234168799	784.569798244	300.700	652.700	m
586	Spectrogram 1	1	783.693833478	784.344302363	58.300	393.900	lt
587	Spectrogram 1	1	785.610548461	786.026848547	142.200	324.000	w
588	Spectrogram 1	1	787.648684302	788.195078166	219.100	452.200	w
589	Spectrogram 1	1	788.507303231	789.027678339	97.900	342.700	w
590	Spectrogram 1	1	790.640841175	791.724955984	310.000	608.400	m
591	Spectrogram 1	1	791.057141262	791.785666414	72.300	382.300	lt
592	Spectrogram 1	1	792.043364592	792.503029271	272.700	498.800	w
593	Spectrogram 1	1	794.506473439	795.295709020	298.400	545.500	m
594	Spectrogram 1	1	795.980869579	796.631338465	44.300	421.900	lt
595	Spectrogram 1	1	796.640011383	797.784836622	279.700	648.000	m
596	Spectrogram 1	1	797.012946878	797.559340742	62.900	347.300	lt
597	Spectrogram 1	1	798.218482546	799.051082719	298.400	578.100	m
598	Spectrogram 1	1	800.109178773	800.430076756	44.300	319.300	lt
599	Spectrogram 1	1	800.525478859	801.245331093	62.900	324.000	lt
600	Spectrogram 1	1	803.454435928	804.287036101	319.300	547.800	m
601	Spectrogram 1	1	803.862063096	804.616607003	51.300	396.300	lt
602	Spectrogram 1	1	805.032907090	806.229769840	298.400	627.000	m
603	Spectrogram 1	1	806.064984389	806.377209454	28.000	314.700	lt
604	Spectrogram 1	1	807.920988942	808.770934952	326.300	540.800	m
605	Spectrogram 1	1	809.039795425	809.742301821	58.300	459.200	lt
606	Spectrogram 1	1	808.632168257	808.970412077	184.100	419.600	w
607	Spectrogram 1	1	810.529048027	811.873350390	296.000	657.300	m
608	Spectrogram 1	1	812.046808760	812.515146357	158.500	503.500	w
609	Spectrogram 1	1	813.651298677	814.535936362	312.400	536.100	m
610	Spectrogram 1	1	812.645240134	813.581915330	331.000	482.500	m
611	Spectrogram 1	1	814.900198938	816.123080442	314.700	624.700	m
612	Spectrogram 1	1	815.923603317	816.634782632	53.600	452.200	lt
613	Spectrogram 1	1	817.493401561	818.534151778	307.700	557.100	m
614	Spectrogram 1	1	818.464768430	818.716283066	198.100	412.600	w
615	Spectrogram 1	1	819.841273092	820.613162836	58.300	484.800	lt
616	Spectrogram 1	1	821.046808760	821.801352667	333.300	480.200	w
617	Spectrogram 1	1	822.226325672	823.423188422	312.400	620.000	m
618	Spectrogram 1	1	822.174288161	822.659971596	60.600	249.400	lt
619	Spectrogram 1	1	823.319113400	823.778778079	188.800	319.300	w
620	Spectrogram 1	1	825.348576323	825.947007697	179.500	359.000	w
621	Spectrogram 1	1	826.476055724	827.516805941	300.700	589.700	m
622	Spectrogram 1	1	827.603535126	828.158601908	69.900	324.000	lt
623	Spectrogram 1	1	828.149928990	828.583574913	139.900	328.700	w
624	Spectrogram 1	1	831.261017346	831.798738291	170.200	391.600	w
625	Spectrogram 1	1	832.249730052	833.446592801	300.700	645.700	m
626	Spectrogram 1	1	832.084944601	832.535936362	81.600	314.700	lt
627	Spectrogram 1	1	833.628724089	834.235828382	74.600	389.300	lt
628	Spectrogram 1	1	833.394555291	833.862892888	142.200	347.300	w
629	Spectrogram 1	1	834.608763877	835.094447311	289.000	396.300	w
630	Spectrogram 1	1	835.554111990	835.944393322	149.200	333.300	w
631	Spectrogram 1	1	835.068428556	836.065814180	312.400	508.200	m
632	Spectrogram 1	1	836.317328816	836.750974740	256.400	366.000	w
633	Spectrogram 1	1	837.358079033	837.757033283	132.900	328.700	w
634	Spectrogram 1	1	836.794339332	837.791724957	296.000	645.700	m
635	Spectrogram 1	1	838.647854510	839.333015069	69.900	349.700	lt
636	Spectrogram 1	1	838.760602450	839.749315156	298.400	631.700	m
637	Spectrogram 1	1	840.000829792	840.382438205	177.200	321.700	w
638	Spectrogram 1	1	840.659971596	841.336459237	310.000	599.100	m
639	Spectrogram 1	1	842.333844861	842.828201214	163.200	317.000	w
640	Spectrogram 1	1	842.767490785	843.209809627	321.700	636.400	m
641	Spectrogram 1	1	843.218482546	843.877624350	42.000	352.000	lt
642	Spectrogram 1	1	844.554111990	844.875009974	139.900	324.000	w
643	Spectrogram 1	1	844.632168257	845.360693408	314.700	531.500	m
644	Spectrogram 1	1	846.928002277	847.665200347	49.000	375.300	lt
645	Spectrogram 1	1	847.110133565	847.777948287	191.100	435.900	w
646	Spectrogram 1	1	848.810025585	849.651298677	305.400	545.500	m
647	Spectrogram 1	1	850.050252927	850.553282199	128.200	289.000	w
648	Spectrogram 1	1	851.203751084	851.646069926	186.500	335.700	w
649	Spectrogram 1	1	852.565399284	853.198522333	88.600	412.600	lt
650	Spectrogram 1	1	853.623495338	854.299982979	349.700	529.100	m
651	Spectrogram 1	1	856.682546184	857.367706743	74.600	403.300	lt
652	Spectrogram 1	1	861.496015937	862.016391045	67.600	410.300	lt
654	Spectrogram 1	1	866.324342151	866.940119363	251.700	536.100	m
660	Spectrogram 1	1	894.465331419	894.954835789	297.921	621.247	m
661	Spectrogram 1	1	896.323450050	897.112650974	325.635	471.132	m
662	Spectrogram 1	1	897.371501499	898.440419206	254.042	651.270	m
663	Spectrogram 1	1	900.388446803	900.857971404	235.566	519.630	m
664	Spectrogram 1	1	904.124663836	905.233541084	281.755	487.298	m
665	Spectrogram 1	1	905.333439935	906.392367757	279.446	503.464	m
666	Spectrogram 1	1	910.996818307	912.115685440	274.827	556.582	m
667	Spectrogram 1	1	913.394390734	914.163611888	36.952	267.898	lt
668	Spectrogram 1	1	914.722158966	915.301572303	69.284	258.661	lt
669	Spectrogram 1	1	915.821046329	916.560297827	76.212	279.446	lt
670	Spectrogram 1	1	916.989862887	917.569276224	39.261	281.755	lt
671	Spectrogram 1	1	916.210651848	917.279569555	314.088	563.510	m
672	Spectrogram 1	1	917.938901973	918.768062438	265.589	473.441	m
673	Spectrogram 1	1	921.345452797	922.034754870	235.566	625.866	m
674	Spectrogram 1	1	925.130732767	925.949903347	284.065	512.702	m
675	Spectrogram 1	1	926.139711164	926.799043581	66.975	337.182	lt
676	Spectrogram 1	1	928.447374625	929.106707043	265.589	489.607	m
677	Spectrogram 1	1	931.314471653	932.183591658	50.808	353.349	lt
678	Spectrogram 1	1	934.200661963	934.540318057	159.353	277.136	w
679	Spectrogram 1	1	934.250611389	935.199650475	267.898	563.510	m
680	Spectrogram 1	1	936.008831169	936.648183816	228.637	625.866	m
681	Spectrogram 1	1	938.266545205	939.335462912	277.136	561.201	m
682	Spectrogram 1	1	939.675119006	940.314471653	235.566	642.032	m
683	Spectrogram 1	1	940.883895105	941.733035340	260.970	489.607	m
684	Spectrogram 1	1	942.701167707	943.170692308	193.995	297.921	w
685	Spectrogram 1	1	942.181693681	942.551319431	254.042	639.723	m
686	Spectrogram 1	1	942.711157592	943.640216908	323.326	614.319	m
687	Spectrogram 1	1	944.449397602	945.048790709	193.995	616.628	m
688	Spectrogram 1	1	946.477344281	946.966848651	173.210	297.921	w
689	Spectrogram 1	1	946.367455544	947.476332792	307.159	545.035	m
690	Spectrogram 1	1	949.694087288	950.313460165	60.046	314.088	lt
691	Spectrogram 1	1	950.263510739	950.882883616	217.090	598.152	m
692	Spectrogram 1	1	950.832934191	951.282479021	272.517	572.748	m
693	Spectrogram 1	1	952.300560814	952.690166334	177.829	323.326	w
694	Spectrogram 1	1	954.907920829	955.337485889	198.614	314.088	w
695	Spectrogram 1	1	954.318517607	955.327496004	290.993	563.510	m
696	Spectrogram 1	1	957.525270729	958.014775100	189.376	297.921	w
697	Spectrogram 1	1	958.184603147	958.843935564	34.642	295.612	lt
698	Spectrogram 1	1	958.344441309	959.393379246	237.875	577.367	m
699	Spectrogram 1	1	959.703065684	960.442317183	210.162	524.249	m
700	Spectrogram 1	1	960.741127248	961.150712537	311.778	448.037	w
701	Spectrogram 1	1	960.990874376	961.390469780	163.972	318.707	w
702	Spectrogram 1	1	962.389458292	963.508325425	293.303	595.843	m
703	Spectrogram 1	1	962.809033467	963.198638986	180.139	284.065	w
704	Spectrogram 1	1	964.257566808	964.986828422	60.046	332.564	lt
705	Spectrogram 1	1	965.006808192	965.626181069	265.589	635.104	m
706	Spectrogram 1	1	967.304481768	968.413359016	210.162	535.797	m
707	Spectrogram 1	1	968.403369131	968.693075799	182.448	307.159	w
708	Spectrogram 1	1	968.782984765	969.132630744	187.067	295.612	w
709	Spectrogram 1	1	966.944845904	967.424360390	196.305	341.801	w
710	Spectrogram 1	1	965.106707043	965.626181069	159.353	290.993	w
711	Spectrogram 1	1	970.340520355	970.919933691	55.427	390.300	lt
712	Spectrogram 1	1	970.889964036	971.369478521	187.067	311.778	w
713	Spectrogram 1	1	973.317506119	974.116696928	163.972	575.058	m
714	Spectrogram 1	1	972.488345654	973.417404970	187.067	519.630	m
715	Spectrogram 1	1	974.296514860	974.895907967	166.282	277.136	w
716	Spectrogram 1	1	975.395402223	975.984805445	177.829	681.293	m
717	Spectrogram 1	1	977.093682692	977.743025225	166.282	558.891	m
718	Spectrogram 1	1	977.683085914	978.582175574	175.520	542.725	m
719	Spectrogram 1	1	979.210651848	979.690166334	163.972	321.016	w
720	Spectrogram 1	1	979.969883117	980.839003122	205.543	644.342	m
721	Spectrogram 1	1	981.518315310	982.767050949	274.827	521.940	m
722	Spectrogram 1	1	983.266545205	984.065736014	143.187	561.201	m
723	Spectrogram 1	1	981.438396229	981.987839910	48.499	286.374	lt
724	Spectrogram 1	1	984.415381993	985.094694181	217.090	367.206	w
725	Spectrogram 1	1	986.573197178	987.632000000	217.090	586.605	m
726	Spectrogram 1	1	986.702179196	987.051825175	124.711	295.612	w
727	Spectrogram 1	1	987.980884491	988.760095529	170.901	545.035	m
728	Spectrogram 1	1	987.751117133	988.160702423	48.499	207.852	lt
729	Spectrogram 1	1	988.959893232	989.429417832	203.233	314.088	w
730	Spectrogram 1	1	990.078760365	990.658173701	55.427	316.397	lt
731	Spectrogram 1	1	992.686120380	993.395402223	129.330	533.487	m
732	Spectrogram 1	1	993.525270729	994.514269356	293.303	496.536	m
733	Spectrogram 1	1	1003.853925450	1004.583187063	41.570	355.658	lt
734	Spectrogram 1	1	998.429417832	998.908932318	200.924	341.801	w
735	Spectrogram 1	1	997.840014610	998.439407717	36.952	325.635	lt
736	Spectrogram 1	1	1005.821046329	1006.510348402	207.852	311.778	w
737	Spectrogram 1	1	1007.829013237	1008.548284965	200.924	494.226	m
738	Spectrogram 1	1	1009.337485889	1010.336474401	272.517	508.083	m
739	Spectrogram 1	1	1013.373399476	1013.862903846	193.995	318.707	w
740	Spectrogram 1	1	1012.674107517	1013.253520854	62.356	385.681	lt
741	Spectrogram 1	1	1016.769073926	1017.628204046	154.734	508.083	m
742	Spectrogram 1	1	1015.440419206	1016.379468407	254.042	547.344	m
743	Spectrogram 1	1	1016.289559441	1016.878962662	55.427	332.564	lt
744	Spectrogram 1	1	1018.547273477	1018.876939685	281.755	420.323	w
745	Spectrogram 1	1	1019.166646354	1019.586221528	187.067	321.016	w
746	Spectrogram 1	1	1021.144643606	1021.554228896	189.376	297.921	w
747	Spectrogram 1	1	1021.524259241	1022.473298327	147.806	533.487	m
748	Spectrogram 1	1	1023.181693681	1023.621248626	182.448	316.397	w
749	Spectrogram 1	1	1024.330530470	1025.019832542	152.425	549.654	m
750	Spectrogram 1	1	1025.868972777	1026.857971404	212.471	551.963	m
751	Spectrogram 1	1	1027.077748876	1027.697121753	143.187	547.344	m
752	Spectrogram 1	1	1030.624158092	1031.063713037	170.901	295.612	w
753	Spectrogram 1	1	1029.615179695	1030.264522228	157.044	545.035	m
754	Spectrogram 1	1	1025.259589785	1025.609235764	48.499	270.208	lt
755	Spectrogram 1	1	1031.972792582	1032.472286838	43.880	332.564	lt
756	Spectrogram 1	1	1032.721147478	1033.390469780	272.517	374.134	w
757	Spectrogram 1	1	1033.400459665	1034.289559441	214.781	503.464	m
758	Spectrogram 1	1	1036.537283591	1036.936878996	39.261	427.252	lt
759	Spectrogram 1	1	1037.716090035	1038.185614635	212.471	353.349	w
760	Spectrogram 1	1	1039.823955794	1040.333439935	187.067	318.707	w
761	Spectrogram 1	1	1041.561309316	1042.120742882	247.113	360.277	w
762	Spectrogram 1	1	1043.519326798	1043.848993007	177.829	371.824	w
763	Spectrogram 1	1	1045.717101523	1046.266545205	30.023	431.871	lt
764	Spectrogram 1	1	1051.510348402	1051.919933691	39.261	353.349	lt
765	Spectrogram 1	1	1052.609235764	1053.058780594	277.136	448.037	w
766	Spectrogram 1	1	1053.887941059	1054.267556693	286.374	484.988	w
767	Spectrogram 1	1	1055.216595779	1055.805999001	34.642	383.372	lt
768	Spectrogram 1	1	1057.803976024	1058.812954421	346.420	482.679	m
769	Spectrogram 1	1	1053.078760365	1053.997829795	332.564	535.797	m
770	Spectrogram 1	1	1060.290570929	1061.059792083	314.088	521.940	m
771	Spectrogram 1	1	1060.490368631	1061.039812313	34.642	307.159	lt
772	Spectrogram 1	1	1065.365432567	1065.874916708	32.333	297.921	lt
773	Spectrogram 1	1	1063.267556693	1063.936878996	270.208	494.226	w
774	Spectrogram 1	1	1065.435361763	1066.614168207	314.088	508.083	m
775	Spectrogram 1	1	1067.852027473	1069.170692308	53.118	471.132	lt
776	Spectrogram 1	1	1070.119731394	1070.609235764	48.499	420.323	lt
777	Spectrogram 1	1	1071.907920829	1073.056757617	357.968	540.416	m
778	Spectrogram 1	1	1073.786019231	1074.435361763	323.326	475.751	m
779	Spectrogram 1	1	1075.474309815	1076.713055569	46.189	438.799	lt
780	Spectrogram 1	1	1076.752128621	1077.671198052	334.873	510.393	m
781	Spectrogram 1	1	1078.210651848	1078.929923576	242.494	369.515	w
782	Spectrogram 1	1	1077.531339660	1078.270591159	323.326	464.203	m
783	Spectrogram 1	1	1081.277546578	1081.697121753	30.023	364.896	lt
784	Spectrogram 1	1	1081.996818307	1082.606201299	32.333	286.374	lt
785	Spectrogram 1	1	1089.328507493	1090.317506119	341.801	512.702	m
786	Spectrogram 1	1	1090.557263362	1091.086727273	50.808	401.848	lt
787	Spectrogram 1	1	1094.792088162	1095.341531843	272.517	394.919	w
788	Spectrogram 1	1	1095.511359890	1095.960904720	293.303	401.848	w
789	Spectrogram 1	1	1096.370490010	1096.720135989	46.189	385.681	lt
790	Spectrogram 1	1	1099.447374625	1099.856959915	191.686	459.584	m
791	Spectrogram 1	1	1097.539306568	1098.388446803	62.356	281.755	lt
792	Spectrogram 1	1	1104.221653222	1104.721147478	267.898	461.894	w
793	Spectrogram 1	1	1104.721147478	1105.300560814	161.663	346.420	w
794	Spectrogram 1	1	1109.206605894	1109.476332792	41.570	274.827	lt
795	Spectrogram 1	1	1110.035766359	1110.725068432	254.042	411.085	w
796	Spectrogram 1	1	1112.223551199	1112.523247752	39.261	325.635	lt
797	Spectrogram 1	1	1107.228608641	1107.758072552	258.661	473.441	w
798	Spectrogram 1	1	1112.343429820	1112.902863387	267.898	408.776	w
799	Spectrogram 1	1	1113.151724026	1113.481390235	272.517	369.515	w
800	Spectrogram 1	1	1114.879974151	1115.639205420	254.042	401.848	w
801	Spectrogram 1	1	1118.406403596	1118.885918082	41.570	270.208	lt
